im,output,flag,username,timestamp
/Users/derek/Documents/Projects/StardustChatbot/flagged/im/tmpbhnv0_le.png,/Users/derek/Documents/Projects/StardustChatbot/flagged/output/tmps9o4sddc.png,,,2023-04-05 16:02:48.342354
